"","Gene","Tissue","Cell.type","Level","Expression.type","Reliability","Canc.Level.50","Canc.Level.75","Canc.Level.90","Canc.Level.100"
"198","ENSG00000000419","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"675","ENSG00000001084","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"1960","ENSG00000002746","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"2280","ENSG00000002933","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"3549","ENSG00000004455","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"3791","ENSG00000004487","liver","bile duct cells","High","APE","Supportive","Low","Low","Low","Low"
"6104","ENSG00000005175","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"10266","ENSG00000006530","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"10989","ENSG00000006695","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"11547","ENSG00000006756","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"12261","ENSG00000007129","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"15039","ENSG00000008196","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"15670","ENSG00000008300","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"16065","ENSG00000008394","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"16458","ENSG00000008517","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"17174","ENSG00000009335","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"18289","ENSG00000010219","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"21709","ENSG00000011405","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"22191","ENSG00000011485","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"22270","ENSG00000011523","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"25937","ENSG00000014824","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"26177","ENSG00000015133","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"31062","ENSG00000022840","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"32729","ENSG00000025293","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"37863","ENSG00000035141","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"38502","ENSG00000036054","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"42087","ENSG00000041802","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"44421","ENSG00000047056","liver","bile duct cells","High","APE","Supportive","Low","Low","Low","Low"
"46741","ENSG00000048544","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"51023","ENSG00000053108","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"51820","ENSG00000053900","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"51903","ENSG00000053918","liver","bile duct cells","High","APE","Supportive","Low","Low","Low","Low"
"53245","ENSG00000054938","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"55864","ENSG00000057593","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"55945","ENSG00000057608","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"56101","ENSG00000057663","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"58306","ENSG00000059769","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"61406","ENSG00000062650","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"62992","ENSG00000064012","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"63470","ENSG00000064201","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"66648","ENSG00000065268","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"67439","ENSG00000065457","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"73228","ENSG00000067369","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"79056","ENSG00000069956","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"81437","ENSG00000070718","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"81751","ENSG00000070756","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"82883","ENSG00000071051","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"83918","ENSG00000071553","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"83997","ENSG00000071564","liver","bile duct cells","High","APE","Supportive","Low","Low","Low","Low"
"87960","ENSG00000072954","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"92262","ENSG00000074660","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"92421","ENSG00000074696","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"96120","ENSG00000075785","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"98987","ENSG00000076864","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"102897","ENSG00000078140","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"104804","ENSG00000078795","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"107293","ENSG00000079689","liver","bile duct cells","High","APE","Supportive","Low","Low","Low","Low"
"108831","ENSG00000080345","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"112341","ENSG00000081791","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"112503","ENSG00000081818","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"114349","ENSG00000082515","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"115936","ENSG00000083454","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"120471","ENSG00000085433","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"120948","ENSG00000085552","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"124053","ENSG00000086666","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"124533","ENSG00000086827","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"126205","ENSG00000087245","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"126604","ENSG00000087266","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"126765","ENSG00000087274","liver","bile duct cells","High","APE","Supportive","Low","Low","Low","Low"
"128279","ENSG00000088002","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"130023","ENSG00000088727","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"133285","ENSG00000089234","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"135804","ENSG00000090238","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"136999","ENSG00000090520","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"140424","ENSG00000091483","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"143680","ENSG00000092439","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"144718","ENSG00000092978","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"145120","ENSG00000093134","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"145596","ENSG00000094755","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"146392","ENSG00000095015","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"149193","ENSG00000096063","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"152543","ENSG00000099624","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"153256","ENSG00000099800","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"156217","ENSG00000100023","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"156379","ENSG00000100027","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"156614","ENSG00000100030","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"158361","ENSG00000100105","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"159642","ENSG00000100170","liver","bile duct cells","High","APE","Supportive","Low","Low","Low","Low"
"162726","ENSG00000100302","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"164154","ENSG00000100345","liver","bile duct cells","High","APE","Supportive","Low","Low","Low","Low"
"166315","ENSG00000100413","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"171077","ENSG00000100629","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"173381","ENSG00000100842","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"173855","ENSG00000100897","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"174332","ENSG00000100926","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"175591","ENSG00000101019","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"176954","ENSG00000101152","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"177841","ENSG00000101193","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"179587","ENSG00000101280","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"184186","ENSG00000101558","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"184267","ENSG00000101574","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"184672","ENSG00000101624","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"188074","ENSG00000101977","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"195938","ENSG00000102882","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"199293","ENSG00000103126","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"199845","ENSG00000103175","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"204777","ENSG00000103599","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"204855","ENSG00000103642","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"205816","ENSG00000103852","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"206611","ENSG00000104043","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"208118","ENSG00000104205","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"208680","ENSG00000104290","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"209078","ENSG00000104325","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"209239","ENSG00000104331","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"209635","ENSG00000104368","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"210510","ENSG00000104427","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"211228","ENSG00000104529","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"221308","ENSG00000105364","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"227756","ENSG00000105738","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"227913","ENSG00000105755","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"230939","ENSG00000105974","liver","bile duct cells","High","APE","Supportive","Low","Low","Low","Low"
"231811","ENSG00000106006","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"232450","ENSG00000106049","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"234217","ENSG00000106268","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"237844","ENSG00000106565","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"239359","ENSG00000106683","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"240797","ENSG00000106823","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"240875","ENSG00000106852","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"242706","ENSG00000107223","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"244778","ENSG00000107560","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"246924","ENSG00000107819","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"247800","ENSG00000107897","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"248678","ENSG00000107984","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"250106","ENSG00000108239","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"250738","ENSG00000108294","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"252337","ENSG00000108433","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"252496","ENSG00000108443","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"252897","ENSG00000108474","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"254091","ENSG00000108588","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"254721","ENSG00000108641","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"257425","ENSG00000108878","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"262299","ENSG00000109576","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"265729","ENSG00000110002","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"268433","ENSG00000110321","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"269234","ENSG00000110435","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"270501","ENSG00000110675","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"272646","ENSG00000110911","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"272804","ENSG00000110921","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"275337","ENSG00000111249","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"277324","ENSG00000111404","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"279680","ENSG00000111670","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"280868","ENSG00000111728","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"282363","ENSG00000111845","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"287809","ENSG00000112309","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"289411","ENSG00000112486","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"291249","ENSG00000112679","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"296480","ENSG00000113361","liver","bile duct cells","High","APE","Supportive","Low","Low","Low","Low"
"296799","ENSG00000113387","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"298701","ENSG00000113595","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"300533","ENSG00000113790","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"302045","ENSG00000114054","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"303951","ENSG00000114391","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"313842","ENSG00000115392","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"315525","ENSG00000115524","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"319427","ENSG00000115896","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"323338","ENSG00000116221","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"324691","ENSG00000116473","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"325802","ENSG00000116641","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"327873","ENSG00000116786","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"328344","ENSG00000116833","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"328426","ENSG00000116852","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"331938","ENSG00000117222","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"332019","ENSG00000117226","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"335136","ENSG00000117528","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"336248","ENSG00000117614","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"337755","ENSG00000117859","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"339607","ENSG00000118197","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"339685","ENSG00000118200","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"339762","ENSG00000118217","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"348351","ENSG00000119599","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"355683","ENSG00000120278","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"359970","ENSG00000120725","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"362743","ENSG00000121064","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"364647","ENSG00000121406","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"368725","ENSG00000121989","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"371978","ENSG00000122482","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"373708","ENSG00000122674","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"374196","ENSG00000122707","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"376805","ENSG00000123080","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"377283","ENSG00000123124","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"378476","ENSG00000123213","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"380926","ENSG00000123560","liver","bile duct cells","High","APE","Supportive","Low","Low","Low","Low"
"383136","ENSG00000123908","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"385688","ENSG00000124181","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"386172","ENSG00000124201","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"386651","ENSG00000124214","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"387042","ENSG00000124224","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"391724","ENSG00000124578","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"397785","ENSG00000125375","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"400640","ENSG00000125656","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"401033","ENSG00000125691","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"405320","ENSG00000125901","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"405552","ENSG00000125912","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"407473","ENSG00000126214","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"412477","ENSG00000126858","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"414553","ENSG00000127184","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"420756","ENSG00000128228","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"423366","ENSG00000128581","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"424057","ENSG00000128606","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"424214","ENSG00000128609","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"426039","ENSG00000128917","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
