"","Category","Term","Count","Percentage","Pvalue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR"
"1","GOTERM_BP_5","GO:0000279~M phase","56","3.65296803652968","9.555426922269189E-8","ENSG00000173465, ENSG00000076242, ENSG00000156256, ENSG00000171720, ENSG00000213397, ENSG00000176386, ENSG00000101367, ENSG00000125207, ENSG00000152253, ENSG00000094880, ENSG00000101972, ENSG00000164611, ENSG00000163808, ENSG00000186871, ENSG00000126787, ENSG00000117632, ENSG00000135698, ENSG00000141552, ENSG00000177302, ENSG00000116584, ENSG00000163939, ENSG00000134690, ENSG00000121152, ENSG00000146670, ENSG00000011426, ENSG00000187531, ENSG00000100345, ENSG00000176248, ENSG00000137100, ENSG00000110274, ENSG00000153140, ENSG00000072501, ENSG00000148773, ENSG00000121274, ENSG00000170312, ENSG00000089685, ENSG00000197275, ENSG00000183479, ENSG00000137804, ENSG00000013810, ENSG00000178999, ENSG00000127564, ENSG00000100918, ENSG00000075388, ENSG00000100029, ENSG00000005156, ENSG00000145919, ENSG00000117399, ENSG00000112130, ENSG00000185627, ENSG00000158402, ENSG00000133739, ENSG00000117697, ENSG00000105127, ENSG00000147400, ENSG00000198901, ENSG00000104147","980","329","12292","2.1349544072948325","1.7188736431250629E-4","1.7188736431250629E-4","1.6225612406994827E-4"
"2","GOTERM_BP_5","GO:0000087~M phase of mitotic cell cycle","43","2.804957599478147","1.3197148085548007E-7","ENSG00000173465, ENSG00000137100, ENSG00000156256, ENSG00000110274, ENSG00000213397, ENSG00000153140, ENSG00000072501, ENSG00000121274, ENSG00000176386, ENSG00000170312, ENSG00000089685, ENSG00000101367, ENSG00000183479, ENSG00000137804, ENSG00000152253, ENSG00000178999, ENSG00000127564, ENSG00000075388, ENSG00000094880, ENSG00000100029, ENSG00000101972, ENSG00000164611, ENSG00000163808, ENSG00000186871, ENSG00000117399, ENSG00000145919, ENSG00000126787, ENSG00000112130, ENSG00000135698, ENSG00000141552, ENSG00000116584, ENSG00000158402, ENSG00000134690, ENSG00000163939, ENSG00000121152, ENSG00000146670, ENSG00000133739, ENSG00000117697, ENSG00000011426, ENSG00000105127, ENSG00000147400, ENSG00000187531, ENSG00000176248, ENSG00000104147","980","224","12292","2.407780612244898","2.3738852860666348E-4","1.187013093036926E-4","2.2409438010795313E-4"
"3","GOTERM_BP_5","GO:0007067~mitosis","41","2.674494455316373","6.064135248315709E-7","ENSG00000173465, ENSG00000137100, ENSG00000156256, ENSG00000110274, ENSG00000213397, ENSG00000153140, ENSG00000072501, ENSG00000121274, ENSG00000176386, ENSG00000170312, ENSG00000089685, ENSG00000101367, ENSG00000183479, ENSG00000137804, ENSG00000152253, ENSG00000178999, ENSG00000127564, ENSG00000075388, ENSG00000094880, ENSG00000100029, ENSG00000101972, ENSG00000164611, ENSG00000163808, ENSG00000186871, ENSG00000117399, ENSG00000145919, ENSG00000126787, ENSG00000112130, ENSG00000141552, ENSG00000116584, ENSG00000158402, ENSG00000134690, ENSG00000163939, ENSG00000146670, ENSG00000121152, ENSG00000133739, ENSG00000117697, ENSG00000011426, ENSG00000105127, ENSG00000147400, ENSG00000176248, ENSG00000104147","980","220","12292","2.3375324675324674","0.0010903434051575678","3.635799760975944E-4","0.001029717533651553"
"4","GOTERM_BP_5","GO:0031345~negative regulation of cell projection organization","9","0.5870841487279843","0.0011572055668590132","ENSG00000040608, ENSG00000105695, ENSG00000076928, ENSG00000128245, ENSG00000001617, ENSG00000118785, ENSG00000142949, ENSG00000127870, ENSG00000067560","980","28","12292","4.031632653061225","0.8754462946161323","0.4059278913099751","1.9469322580210946"
"5","GOTERM_BP_5","GO:0016070~RNA metabolic process","100","6.523157208088715","0.0019335543350516276","ENSG00000174173, ENSG00000076242, ENSG00000113643, ENSG00000174891, ENSG00000083635, ENSG00000125347, ENSG00000124782, ENSG00000124787, ENSG00000139910, ENSG00000148688, ENSG00000066044, ENSG00000138231, ENSG00000075856, ENSG00000164944, ENSG00000104177, ENSG00000138668, ENSG00000117133, ENSG00000160570, ENSG00000065183, ENSG00000187531, ENSG00000182909, ENSG00000198874, ENSG00000205571, ENSG00000169217, ENSG00000074201, ENSG00000131773, ENSG00000072501, ENSG00000082641, ENSG00000120832, ENSG00000142192, ENSG00000131051, ENSG00000213928, ENSG00000124383, ENSG00000137699, ENSG00000103495, ENSG00000165526, ENSG00000128829, ENSG00000172062, ENSG00000204394, ENSG00000111206, ENSG00000031698, ENSG00000178896, ENSG00000070495, ENSG00000101161, ENSG00000155438, ENSG00000067596, ENSG00000104413, ENSG00000100462, ENSG00000137815, ENSG00000107371, ENSG00000085231, ENSG00000171311, ENSG00000126814, ENSG00000116679, ENSG00000170860, ENSG00000110619, ENSG00000160214, ENSG00000089195, ENSG00000122882, ENSG00000175467, ENSG00000163435, ENSG00000105202, ENSG00000101361, ENSG00000178718, ENSG00000117360, ENSG00000178913, ENSG00000183258, ENSG00000125207, ENSG00000145388, ENSG00000187325, ENSG00000103671, ENSG00000179115, ENSG00000105865, ENSG00000169371, ENSG00000164611, ENSG00000090060, ENSG00000136327, ENSG00000171566, ENSG00000125686, ENSG00000166200, ENSG00000134987, ENSG00000104884, ENSG00000116016, ENSG00000116698, ENSG00000143368, ENSG00000153147, ENSG00000129691, ENSG00000151846, ENSG00000115816, ENSG00000104859, ENSG00000162889, ENSG00000011304, ENSG00000100029, ENSG00000100028, ENSG00000092208, ENSG00000175592, ENSG00000101654, ENSG00000117614, ENSG00000113196, ENSG00000128016, ENSG00000105705","980","938","12292","1.3371915930551326","0.9692489607873497","0.5016069707952258","3.2330395182632032"
"6","GOTERM_BP_5","GO:0010564~regulation of cell cycle process","19","1.2393998695368558","0.0038140393971910396","ENSG00000127616, ENSG00000127564, ENSG00000105971, ENSG00000094880, ENSG00000128342, ENSG00000099985, ENSG00000097046, ENSG00000132323, ENSG00000158806, ENSG00000175756, ENSG00000126787, ENSG00000167513, ENSG00000089685, ENSG00000158402, ENSG00000100462, ENSG00000134318, ENSG00000082898, ENSG00000011426, ENSG00000137804","980","114","12292","2.0904761904761906","0.9989662632978416","0.6820186447574279","6.282780981614389"
"7","GOTERM_BP_5","GO:0010942~positive regulation of cell death","51","3.326810176125244","0.005264181674675626","ENSG00000155876, ENSG00000076242, ENSG00000099968, ENSG00000175467, ENSG00000164978, ENSG00000133884, ENSG00000124802, ENSG00000160293, ENSG00000050748, ENSG00000172613, ENSG00000117318, ENSG00000113889, ENSG00000118689, ENSG00000196954, ENSG00000131747, ENSG00000115317, ENSG00000136156, ENSG00000164938, ENSG00000162711, ENSG00000126217, ENSG00000116584, ENSG00000003400, ENSG00000129071, ENSG00000100485, ENSG00000198626, ENSG00000160570, ENSG00000104884, ENSG00000124126, ENSG00000162604, ENSG00000011332, ENSG00000105327, ENSG00000089486, ENSG00000142949, ENSG00000026508, ENSG00000142192, ENSG00000162736, ENSG00000181019, ENSG00000091436, ENSG00000127946, ENSG00000142856, ENSG00000176884, ENSG00000130762, ENSG00000134243, ENSG00000089041, ENSG00000175592, ENSG00000132676, ENSG00000104312, ENSG00000079805, ENSG00000115904, ENSG00000126003, ENSG00000136238","980","435","12292","1.470541871921182","0.9999247938275819","0.7424311403783583","8.572577182223796"
"8","GOTERM_BP_5","GO:0043065~positive regulation of apoptosis","50","3.2615786040443573","0.006718675719377705","ENSG00000076242, ENSG00000099968, ENSG00000175467, ENSG00000164978, ENSG00000124802, ENSG00000133884, ENSG00000160293, ENSG00000050748, ENSG00000172613, ENSG00000117318, ENSG00000113889, ENSG00000118689, ENSG00000196954, ENSG00000131747, ENSG00000115317, ENSG00000164938, ENSG00000136156, ENSG00000162711, ENSG00000126217, ENSG00000116584, ENSG00000129071, ENSG00000003400, ENSG00000100485, ENSG00000198626, ENSG00000160570, ENSG00000104884, ENSG00000124126, ENSG00000162604, ENSG00000011332, ENSG00000105327, ENSG00000089486, ENSG00000142949, ENSG00000026508, ENSG00000142192, ENSG00000162736, ENSG00000181019, ENSG00000091436, ENSG00000142856, ENSG00000127946, ENSG00000176884, ENSG00000130762, ENSG00000134243, ENSG00000089041, ENSG00000175592, ENSG00000132676, ENSG00000104312, ENSG00000079805, ENSG00000115904, ENSG00000126003, ENSG00000136238","980","430","12292","1.4584717607973423","0.9999945922875036","0.7804028500741798","10.816280499690379"
"9","GOTERM_BP_5","GO:0043068~positive regulation of programmed cell death","50","3.2615786040443573","0.007675137012408084","ENSG00000076242, ENSG00000099968, ENSG00000175467, ENSG00000164978, ENSG00000124802, ENSG00000133884, ENSG00000160293, ENSG00000050748, ENSG00000172613, ENSG00000117318, ENSG00000113889, ENSG00000118689, ENSG00000196954, ENSG00000131747, ENSG00000115317, ENSG00000164938, ENSG00000136156, ENSG00000162711, ENSG00000126217, ENSG00000116584, ENSG00000129071, ENSG00000003400, ENSG00000100485, ENSG00000198626, ENSG00000160570, ENSG00000104884, ENSG00000124126, ENSG00000162604, ENSG00000011332, ENSG00000105327, ENSG00000089486, ENSG00000142949, ENSG00000026508, ENSG00000142192, ENSG00000162736, ENSG00000181019, ENSG00000091436, ENSG00000142856, ENSG00000127946, ENSG00000176884, ENSG00000130762, ENSG00000134243, ENSG00000089041, ENSG00000175592, ENSG00000132676, ENSG00000104312, ENSG00000079805, ENSG00000115904, ENSG00000126003, ENSG00000136238","980","433","12292","1.4483668756186077","0.9999990443094621","0.7856387084093628","12.263364579180003"
"10","GOTERM_BP_5","GO:0042981~regulation of apoptosis","84","5.47945205479452","0.007743839074591757","ENSG00000076242, ENSG00000099968, ENSG00000171720, ENSG00000175467, ENSG00000153774, ENSG00000164978, ENSG00000124802, ENSG00000133884, ENSG00000173039, ENSG00000123612, ENSG00000160293, ENSG00000050748, ENSG00000185686, ENSG00000172613, ENSG00000117318, ENSG00000113889, ENSG00000187325, ENSG00000118689, ENSG00000067900, ENSG00000196954, ENSG00000131747, ENSG00000115317, ENSG00000188428, ENSG00000019582, ENSG00000187871, ENSG00000164938, ENSG00000136156, ENSG00000125398, ENSG00000162711, ENSG00000126217, ENSG00000116584, ENSG00000129071, ENSG00000003400, ENSG00000100485, ENSG00000198626, ENSG00000160570, ENSG00000084207, ENSG00000104884, ENSG00000110514, ENSG00000124126, ENSG00000162894, ENSG00000162604, ENSG00000131871, ENSG00000104365, ENSG00000011332, ENSG00000105327, ENSG00000089486, ENSG00000196588, ENSG00000142949, ENSG00000170312, ENSG00000089685, ENSG00000026508, ENSG00000142192, ENSG00000162736, ENSG00000181019, ENSG00000135341, ENSG00000091436, ENSG00000142856, ENSG00000127946, ENSG00000165392, ENSG00000141736, ENSG00000067560, ENSG00000075388, ENSG00000176884, ENSG00000141582, ENSG00000130762, ENSG00000162734, ENSG00000186891, ENSG00000134243, ENSG00000089041, ENSG00000175592, ENSG00000164111, ENSG00000079246, ENSG00000196535, ENSG00000132676, ENSG00000101126, ENSG00000104312, ENSG00000079805, ENSG00000115904, ENSG00000152422, ENSG00000126003, ENSG00000085231, ENSG00000136238, ENSG00000133112","980","804","12292","1.31044776119403","0.9999991562308921","0.753042419226443","12.36645254668608"
"11","GOTERM_BP_5","GO:0043067~regulation of programmed cell death","84","5.47945205479452","0.010039862960729052","ENSG00000076242, ENSG00000099968, ENSG00000171720, ENSG00000175467, ENSG00000153774, ENSG00000164978, ENSG00000124802, ENSG00000133884, ENSG00000173039, ENSG00000123612, ENSG00000160293, ENSG00000050748, ENSG00000185686, ENSG00000172613, ENSG00000117318, ENSG00000113889, ENSG00000187325, ENSG00000118689, ENSG00000067900, ENSG00000196954, ENSG00000131747, ENSG00000115317, ENSG00000188428, ENSG00000019582, ENSG00000187871, ENSG00000164938, ENSG00000136156, ENSG00000125398, ENSG00000162711, ENSG00000126217, ENSG00000116584, ENSG00000129071, ENSG00000003400, ENSG00000100485, ENSG00000198626, ENSG00000160570, ENSG00000084207, ENSG00000104884, ENSG00000110514, ENSG00000124126, ENSG00000162894, ENSG00000162604, ENSG00000131871, ENSG00000104365, ENSG00000011332, ENSG00000105327, ENSG00000089486, ENSG00000196588, ENSG00000142949, ENSG00000170312, ENSG00000089685, ENSG00000026508, ENSG00000142192, ENSG00000162736, ENSG00000181019, ENSG00000135341, ENSG00000091436, ENSG00000142856, ENSG00000127946, ENSG00000165392, ENSG00000141736, ENSG00000067560, ENSG00000075388, ENSG00000176884, ENSG00000141582, ENSG00000130762, ENSG00000162734, ENSG00000186891, ENSG00000134243, ENSG00000089041, ENSG00000175592, ENSG00000164111, ENSG00000079246, ENSG00000196535, ENSG00000132676, ENSG00000101126, ENSG00000104312, ENSG00000079805, ENSG00000115904, ENSG00000152422, ENSG00000126003, ENSG00000085231, ENSG00000136238, ENSG00000133112","980","812","12292","1.2975369458128079","0.9999999869306169","0.808002348096194","15.74681480662382"
"12","GOTERM_BP_5","GO:0006281~DNA repair","35","2.28310502283105","0.010848819893282385","ENSG00000198890, ENSG00000116030, ENSG00000076242, ENSG00000139579, ENSG00000110274, ENSG00000213397, ENSG00000072501, ENSG00000172732, ENSG00000221829, ENSG00000197275, ENSG00000035928, ENSG00000148153, ENSG00000172613, ENSG00000183479, ENSG00000197299, ENSG00000132646, ENSG00000214941, ENSG00000165392, ENSG00000101773, ENSG00000112039, ENSG00000131747, ENSG00000188827, ENSG00000106628, ENSG00000005156, ENSG00000166896, ENSG00000164611, ENSG00000112130, ENSG00000066427, ENSG00000133119, ENSG00000079246, ENSG00000129071, ENSG00000163918, ENSG00000104884, ENSG00000152422, ENSG00000122512, ENSG00000136273","980","284","12292","1.5457746478873238","0.9999999969970399","0.8051071990878003","16.908295558557953"
"13","GOTERM_BP_5","GO:0007015~actin filament organization","13","0.8480104370515329","0.010887051221702108","ENSG00000092820, ENSG00000116584, ENSG00000186635, ENSG00000158528, ENSG00000149798, ENSG00000149925, ENSG00000147439, ENSG00000015285, ENSG00000075711, ENSG00000050405, ENSG00000124126, ENSG00000136238, ENSG00000067560","980","72","12292","2.2646825396825396","0.999999997198753","0.7801613979379316","16.96281251455933"
"14","GOTERM_BP_5","GO:0006259~DNA metabolic process","56","3.65296803652968","0.010889127281853855","ENSG00000198890, ENSG00000116030, ENSG00000076242, ENSG00000139579, ENSG00000213397, ENSG00000088305, ENSG00000221829, ENSG00000172613, ENSG00000109079, ENSG00000197299, ENSG00000101773, ENSG00000131747, ENSG00000188827, ENSG00000166896, ENSG00000164611, ENSG00000111328, ENSG00000177302, ENSG00000125686, ENSG00000129071, ENSG00000076003, ENSG00000135480, ENSG00000104884, ENSG00000112118, ENSG00000097046, ENSG00000110274, ENSG00000167513, ENSG00000072501, ENSG00000121274, ENSG00000137309, ENSG00000205978, ENSG00000172732, ENSG00000197275, ENSG00000035928, ENSG00000148153, ENSG00000183479, ENSG00000132646, ENSG00000214941, ENSG00000165392, ENSG00000110958, ENSG00000100918, ENSG00000169598, ENSG00000112039, ENSG00000005156, ENSG00000106628, ENSG00000171681, ENSG00000112130, ENSG00000066427, ENSG00000079246, ENSG00000133119, ENSG00000196535, ENSG00000158402, ENSG00000130816, ENSG00000196262, ENSG00000163918, ENSG00000152422, ENSG00000122512, ENSG00000136273","980","506","12292","1.3881422924901186","0.9999999972093104","0.7551052952026682","16.96577196264524"
"15","GOTERM_BP_5","GO:0050771~negative regulation of axonogenesis","7","0.45662100456621","0.011952943843213357","ENSG00000040608, ENSG00000105695, ENSG00000076928, ENSG00000001617, ENSG00000118785, ENSG00000127870, ENSG00000067560","980","25","12292","3.512","0.9999999995973259","0.7635912304445184","18.46926717163152"
"16","GOTERM_BP_5","GO:0000075~cell cycle checkpoint","15","0.9784735812133072","0.012524229879907619","ENSG00000101773, ENSG00000179295, ENSG00000139579, ENSG00000103264, ENSG00000167513, ENSG00000072501, ENSG00000170312, ENSG00000089685, ENSG00000221829, ENSG00000091436, ENSG00000172613, ENSG00000197299, ENSG00000075711, ENSG00000104884, ENSG00000136273","980","91","12292","2.0675039246467817","0.9999999998577409","0.7575805262494943","19.266056300782985"
"17","GOTERM_BP_5","GO:0007346~regulation of mitotic cell cycle","21","1.36986301369863","0.01777555152688568","ENSG00000127616, ENSG00000169129, ENSG00000127564, ENSG00000105971, ENSG00000094880, ENSG00000132323, ENSG00000158806, ENSG00000171720, ENSG00000103264, ENSG00000175756, ENSG00000126787, ENSG00000167513, ENSG00000170312, ENSG00000089685, ENSG00000158402, ENSG00000100462, ENSG00000142192, ENSG00000011426, ENSG00000075711, ENSG00000137804, ENSG00000136273","980","152","12292","1.7328947368421053","0.9999999999999903","0.8501305867919585","26.254723628120512"
"18","GOTERM_BP_5","GO:0006464~protein modification process","138","9.001956947162427","0.018255843124355","ENSG00000197323, ENSG00000120265, ENSG00000105971, ENSG00000169071, ENSG00000152894, ENSG00000143727, ENSG00000156256, ENSG00000163788, ENSG00000176444, ENSG00000174891, ENSG00000171720, ENSG00000101336, ENSG00000183495, ENSG00000158079, ENSG00000109586, ENSG00000134318, ENSG00000115977, ENSG00000034152, ENSG00000135845, ENSG00000081721, ENSG00000156194, ENSG00000139625, ENSG00000128268, ENSG00000112655, ENSG00000065243, ENSG00000128708, ENSG00000145348, ENSG00000087303, ENSG00000111328, ENSG00000102178, ENSG00000129559, ENSG00000156983, ENSG00000058729, ENSG00000130939, ENSG00000187531, ENSG00000069869, ENSG00000099985, ENSG00000097046, ENSG00000198873, ENSG00000142949, ENSG00000170312, ENSG00000159202, ENSG00000142192, ENSG00000109332, ENSG00000135341, ENSG00000183943, ENSG00000157350, ENSG00000063761, ENSG00000178999, ENSG00000154237, ENSG00000141736, ENSG00000138411, ENSG00000111679, ENSG00000128829, ENSG00000127564, ENSG00000100564, ENSG00000186908, ENSG00000126562, ENSG00000070495, ENSG00000089041, ENSG00000182247, ENSG00000112130, ENSG00000082074, ENSG00000204227, ENSG00000158402, ENSG00000100462, ENSG00000072786, ENSG00000127952, ENSG00000103549, ENSG00000115661, ENSG00000163629, ENSG00000104312, ENSG00000137815, ENSG00000184343, ENSG00000198363, ENSG00000157540, ENSG00000101890, ENSG00000085231, ENSG00000136273, ENSG00000171094, ENSG00000167880, ENSG00000198890, ENSG00000116030, ENSG00000132323, ENSG00000100034, ENSG00000102030, ENSG00000106397, ENSG00000106927, ENSG00000131508, ENSG00000123612, ENSG00000120533, ENSG00000182492, ENSG00000050748, ENSG00000164574, ENSG00000119760, ENSG00000067900, ENSG00000179295, ENSG00000101638, ENSG00000019582, ENSG00000089022, ENSG00000105514, ENSG00000071073, ENSG00000214517, ENSG00000141552, ENSG00000078967, ENSG00000163659, ENSG00000136840, ENSG00000166948, ENSG00000165059, ENSG00000198055, ENSG00000183735, ENSG00000100304, ENSG00000112983, ENSG00000110514, ENSG00000172680, ENSG00000104365, ENSG00000113721, ENSG00000072401, ENSG00000127324, ENSG00000140992, ENSG00000143674, ENSG00000091436, ENSG00000109270, ENSG00000106462, ENSG00000185238, ENSG00000162889, ENSG00000132334, ENSG00000188130, ENSG00000077152, ENSG00000115993, ENSG00000147912, ENSG00000122557, ENSG00000081154, ENSG00000141570, ENSG00000130725, ENSG00000101126, ENSG00000172531, ENSG00000112079","980","1453","12292","1.191269295054567","0.999999999999996","0.8414095432069059","26.864658947690646"
"19","GOTERM_BP_5","GO:0006310~DNA recombination","16","1.0437051532941943","0.018955551964254733","ENSG00000100918, ENSG00000076242, ENSG00000188827, ENSG00000139579, ENSG00000005156, ENSG00000137309, ENSG00000079246, ENSG00000172732, ENSG00000196262, ENSG00000197275, ENSG00000152422, ENSG00000197299, ENSG00000122512, ENSG00000214941, ENSG00000165392, ENSG00000136273","980","105","12292","1.911292517006803","0.9999999999999989","0.8366761388910365","27.744747132270742"
"20","GOTERM_BP_5","GO:0001890~placenta development","11","0.7175472928897586","0.019195984897232773","ENSG00000113196, ENSG00000125686, ENSG00000163939, ENSG00000128342, ENSG00000110799, ENSG00000118762, ENSG00000172270, ENSG00000172845, ENSG00000156574, ENSG00000118785, ENSG00000116016","980","60","12292","2.2995238095238095","0.9999999999999993","0.8250870187275512","28.044853895369716"
"21","GOTERM_BP_5","GO:0019047~provirus integration","4","0.2609262883235486","0.020808700309759478","ENSG00000137309, ENSG00000079246, ENSG00000196262, ENSG00000152422","980","8","12292","6.271428571428572","1.0","0.8349357170878384","30.027714658694983"
"22","GOTERM_BP_5","GO:0006396~RNA processing","58","3.7834311806914545","0.021019152949513932","ENSG00000174173, ENSG00000076242, ENSG00000116679, ENSG00000170860, ENSG00000083635, ENSG00000174891, ENSG00000160214, ENSG00000089195, ENSG00000175467, ENSG00000105202, ENSG00000101361, ENSG00000117360, ENSG00000178718, ENSG00000124787, ENSG00000139910, ENSG00000148688, ENSG00000183258, ENSG00000105865, ENSG00000169371, ENSG00000090060, ENSG00000171566, ENSG00000138231, ENSG00000164944, ENSG00000075856, ENSG00000117133, ENSG00000138668, ENSG00000160570, ENSG00000065183, ENSG00000134987, ENSG00000198874, ENSG00000205571, ENSG00000143368, ENSG00000169217, ENSG00000074201, ENSG00000131773, ENSG00000072501, ENSG00000142192, ENSG00000104859, ENSG00000131051, ENSG00000124383, ENSG00000011304, ENSG00000172062, ENSG00000178896, ENSG00000031698, ENSG00000100029, ENSG00000100028, ENSG00000092208, ENSG00000070495, ENSG00000101161, ENSG00000101654, ENSG00000117614, ENSG00000067596, ENSG00000104413, ENSG00000100462, ENSG00000128016, ENSG00000107371, ENSG00000171311, ENSG00000105705, ENSG00000126814","980","547","12292","1.3299556019848524","1.0","0.8239723924793793","30.282643261777096"
"23","GOTERM_BP_5","GO:0045596~negative regulation of cell differentiation","27","1.761252446183953","0.0222968032491878","ENSG00000138448, ENSG00000128342, ENSG00000171720, ENSG00000105695, ENSG00000185686, ENSG00000159189, ENSG00000001617, ENSG00000125798, ENSG00000118785, ENSG00000106462, ENSG00000135363, ENSG00000127870, ENSG00000067560, ENSG00000141232, ENSG00000075388, ENSG00000076928, ENSG00000157933, ENSG00000156574, ENSG00000019582, ENSG00000182670, ENSG00000029993, ENSG00000125398, ENSG00000040608, ENSG00000128016, ENSG00000159216, ENSG00000128245, ENSG00000077238","980","216","12292","1.567857142857143","1.0","0.8285964396952699","31.811642113684833"
"24","GOTERM_BP_5","GO:0007051~spindle organization","9","0.5870841487279843","0.0241575049063999","ENSG00000076242, ENSG00000171720, ENSG00000183479, ENSG00000152253, ENSG00000213397, ENSG00000198901, ENSG00000013810, ENSG00000072501, ENSG00000100345, ENSG00000117632","980","45","12292","2.508571428571429","1.0","0.840072924789476","33.98204183570716"
"25","GOTERM_BP_5","GO:0051303~establishment of chromosome localization","5","0.32615786040443573","0.026834184481881972","ENSG00000089685, ENSG00000094880, ENSG00000146670, ENSG00000076242, ENSG00000126787","980","15","12292","4.180952380952381","1.0","0.8587705173980007","36.99045767275834"
