"","Category","Term","Count","Percentage","Pvalue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR"
"26","GOTERM_BP_5","GO:0034660~ncRNA metabolic process","28","1.82648401826484","0.02687816618710554","ENSG00000174173, ENSG00000198874, ENSG00000113643, ENSG00000089195, ENSG00000160214, ENSG00000110619, ENSG00000105202, ENSG00000101361, ENSG00000178718, ENSG00000124787, ENSG00000148688, ENSG00000125207, ENSG00000124383, ENSG00000179115, ENSG00000128829, ENSG00000105865, ENSG00000204394, ENSG00000031698, ENSG00000178896, ENSG00000100029, ENSG00000155438, ENSG00000117133, ENSG00000065183, ENSG00000160570, ENSG00000134987, ENSG00000107371, ENSG00000171311, ENSG00000126814","980","230","12292","1.5269565217391303","1.0","0.848203265387226","37.03879538070143"
"27","GOTERM_BP_5","GO:0016568~chromatin modification","32","2.0874103065883887","0.02959474232107766","ENSG00000127616, ENSG00000198890, ENSG00000156256, ENSG00000153147, ENSG00000158806, ENSG00000171720, ENSG00000183495, ENSG00000147050, ENSG00000088305, ENSG00000120533, ENSG00000119760, ENSG00000106462, ENSG00000140382, ENSG00000145391, ENSG00000139625, ENSG00000141582, ENSG00000128708, ENSG00000070495, ENSG00000173473, ENSG00000177565, ENSG00000112130, ENSG00000156983, ENSG00000204227, ENSG00000141570, ENSG00000100462, ENSG00000163939, ENSG00000049618, ENSG00000130816, ENSG00000103549, ENSG00000112983, ENSG00000137815, ENSG00000085231","980","274","12292","1.4648592283628783","1.0","0.8648884086376392","39.95769303987229"
"28","GOTERM_BP_5","GO:0022604~regulation of cell morphogenesis","18","1.1741682974559686","0.03080036499162105","ENSG00000092820, ENSG00000076928, ENSG00000176884, ENSG00000182670, ENSG00000153774, ENSG00000142949, ENSG00000116574, ENSG00000186635, ENSG00000105695, ENSG00000149798, ENSG00000040608, ENSG00000149925, ENSG00000128245, ENSG00000118785, ENSG00000001617, ENSG00000127870, ENSG00000100345, ENSG00000067560","980","131","12292","1.7234460196292258","1.0","0.8660166621286627","41.21187649577123"
"29","GOTERM_BP_5","GO:0044267~cellular protein metabolic process","211","13.763861709067188","0.03301280608963588","ENSG00000197323, ENSG00000120265, ENSG00000171617, ENSG00000113643, ENSG00000124615, ENSG00000163788, ENSG00000171720, ENSG00000101336, ENSG00000183495, ENSG00000156482, ENSG00000136770, ENSG00000134318, ENSG00000171421, ENSG00000089157, ENSG00000034152, ENSG00000081721, ENSG00000156194, ENSG00000139625, ENSG00000065243, ENSG00000128708, ENSG00000087303, ENSG00000111328, ENSG00000129559, ENSG00000156983, ENSG00000161243, ENSG00000104129, ENSG00000187531, ENSG00000069869, ENSG00000100345, ENSG00000176248, ENSG00000131368, ENSG00000131871, ENSG00000174444, ENSG00000197345, ENSG00000137547, ENSG00000081307, ENSG00000142192, ENSG00000108375, ENSG00000183943, ENSG00000157350, ENSG00000063761, ENSG00000154237, ENSG00000141736, ENSG00000100564, ENSG00000127564, ENSG00000128829, ENSG00000204394, ENSG00000031698, ENSG00000126562, ENSG00000070495, ENSG00000089041, ENSG00000158402, ENSG00000100462, ENSG00000127952, ENSG00000204257, ENSG00000115661, ENSG00000162191, ENSG00000104312, ENSG00000137815, ENSG00000184343, ENSG00000157540, ENSG00000146755, ENSG00000136273, ENSG00000095261, ENSG00000171094, ENSG00000167880, ENSG00000110619, ENSG00000089195, ENSG00000100034, ENSG00000102030, ENSG00000106397, ENSG00000106927, ENSG00000124802, ENSG00000131508, ENSG00000150401, ENSG00000120533, ENSG00000050748, ENSG00000164574, ENSG00000067900, ENSG00000179115, ENSG00000019582, ENSG00000105514, ENSG00000141552, ENSG00000078967, ENSG00000138134, ENSG00000163659, ENSG00000136840, ENSG00000166948, ENSG00000165059, ENSG00000198055, ENSG00000100304, ENSG00000110514, ENSG00000149100, ENSG00000104131, ENSG00000170881, ENSG00000113721, ENSG00000072401, ENSG00000101843, ENSG00000143674, ENSG00000109270, ENSG00000185238, ENSG00000188130, ENSG00000115993, ENSG00000077152, ENSG00000147912, ENSG00000122557, ENSG00000112208, ENSG00000117399, ENSG00000141570, ENSG00000185627, ENSG00000176407, ENSG00000112079, ENSG00000166226, ENSG00000105971, ENSG00000169071, ENSG00000152894, ENSG00000143727, ENSG00000156256, ENSG00000176444, ENSG00000174891, ENSG00000173039, ENSG00000158079, ENSG00000109586, ENSG00000115977, ENSG00000135845, ENSG00000128268, ENSG00000112655, ENSG00000145348, ENSG00000102178, ENSG00000058056, ENSG00000058729, ENSG00000130939, ENSG00000122140, ENSG00000099985, ENSG00000097046, ENSG00000130811, ENSG00000150753, ENSG00000110711, ENSG00000198873, ENSG00000142949, ENSG00000170312, ENSG00000159202, ENSG00000109332, ENSG00000135341, ENSG00000178999, ENSG00000143222, ENSG00000138411, ENSG00000111679, ENSG00000186908, ENSG00000101695, ENSG00000141582, ENSG00000204220, ENSG00000105640, ENSG00000182247, ENSG00000177565, ENSG00000112130, ENSG00000082074, ENSG00000204227, ENSG00000177981, ENSG00000072786, ENSG00000103549, ENSG00000163629, ENSG00000112031, ENSG00000198363, ENSG00000101890, ENSG00000085231, ENSG00000198890, ENSG00000116030, ENSG00000132323, ENSG00000103264, ENSG00000176386, ENSG00000123612, ENSG00000166170, ENSG00000174521, ENSG00000182492, ENSG00000119760, ENSG00000127870, ENSG00000130312, ENSG00000094880, ENSG00000179295, ENSG00000101638, ENSG00000089022, ENSG00000071073, ENSG00000112701, ENSG00000214517, ENSG00000148719, ENSG00000136942, ENSG00000183735, ENSG00000112983, ENSG00000172680, ENSG00000104365, ENSG00000100129, ENSG00000127324, ENSG00000140992, ENSG00000162736, ENSG00000091436, ENSG00000106462, ENSG00000183475, ENSG00000101132, ENSG00000162889, ENSG00000132334, ENSG00000136231, ENSG00000081154, ENSG00000089723, ENSG00000116161, ENSG00000130725, ENSG00000196262, ENSG00000180008, ENSG00000101126, ENSG00000172531, ENSG00000173141","980","2355","12292","1.1237973915680923","1.0","0.8753816290784293","43.449546648456035"
"30","GOTERM_BP_5","GO:0010721~negative regulation of cell development","9","0.5870841487279843","0.03431780390383296","ENSG00000040608, ENSG00000105695, ENSG00000076928, ENSG00000128245, ENSG00000001617, ENSG00000118785, ENSG00000182670, ENSG00000127870, ENSG00000067560","980","48","12292","2.3517857142857146","1.0","0.8768146676462346","44.731581089678286"
"31","GOTERM_BP_5","GO:0012502~induction of programmed cell death","36","2.3483365949119372","0.03533522384005535","ENSG00000011332, ENSG00000076242, ENSG00000099968, ENSG00000105327, ENSG00000175467, ENSG00000089486, ENSG00000164978, ENSG00000133884, ENSG00000160293, ENSG00000142192, ENSG00000050748, ENSG00000162736, ENSG00000118689, ENSG00000127946, ENSG00000196954, ENSG00000142856, ENSG00000115317, ENSG00000130762, ENSG00000134243, ENSG00000164938, ENSG00000136156, ENSG00000162711, ENSG00000126217, ENSG00000116584, ENSG00000132676, ENSG00000003400, ENSG00000129071, ENSG00000100485, ENSG00000198626, ENSG00000160570, ENSG00000115904, ENSG00000104884, ENSG00000126003, ENSG00000124126, ENSG00000136238, ENSG00000162604","980","321","12292","1.406675567423231","1.0","0.8760266237282593","45.712068897193284"
"32","GOTERM_BP_5","GO:0001892~embryonic placenta development","6","0.3913894324853229","0.0377874813497974","ENSG00000113196, ENSG00000125686, ENSG00000118762, ENSG00000172845, ENSG00000156574, ENSG00000116016","980","24","12292","3.1357142857142857","1.0","0.8853123394326903","48.00845747018343"
"33","GOTERM_BP_5","GO:0006297~nucleotide-excision repair, DNA gap filling","5","0.32615786040443573","0.041227186829065766","ENSG00000133119, ENSG00000035928, ENSG00000163918, ENSG00000106628, ENSG00000132646","980","17","12292","3.6890756302521","1.0","0.8992536778434496","51.07588120781943"
"34","GOTERM_BP_5","GO:0010628~positive regulation of gene expression","59","3.8486627527723414","0.04270392756759755","ENSG00000127616, ENSG00000186260, ENSG00000169946, ENSG00000128342, ENSG00000169840, ENSG00000156256, ENSG00000118263, ENSG00000083635, ENSG00000173039, ENSG00000125347, ENSG00000068323, ENSG00000088305, ENSG00000120533, ENSG00000178913, ENSG00000050748, ENSG00000108753, ENSG00000197299, ENSG00000125798, ENSG00000118689, ENSG00000127870, ENSG00000034152, ENSG00000169129, ENSG00000156574, ENSG00000143190, ENSG00000110693, ENSG00000125398, ENSG00000173473, ENSG00000156983, ENSG00000125686, ENSG00000049618, ENSG00000196792, ENSG00000104884, ENSG00000187531, ENSG00000116016, ENSG00000166888, ENSG00000126895, ENSG00000099985, ENSG00000196588, ENSG00000137309, ENSG00000008196, ENSG00000142192, ENSG00000162924, ENSG00000124920, ENSG00000120693, ENSG00000176884, ENSG00000143171, ENSG00000101161, ENSG00000175592, ENSG00000120837, ENSG00000171681, ENSG00000177565, ENSG00000113196, ENSG00000007866, ENSG00000130816, ENSG00000159216, ENSG00000128245, ENSG00000155974, ENSG00000126003, ENSG00000085231","980","581","12292","1.2737152692402263","1.0","0.9006597899605213","52.33982072168717"
"35","GOTERM_BP_5","GO:0006260~DNA replication","23","1.5003261578604044","0.048333202507781836","ENSG00000131747, ENSG00000097046, ENSG00000106628, ENSG00000005156, ENSG00000111328, ENSG00000121274, ENSG00000167513, ENSG00000137309, ENSG00000133119, ENSG00000177302, ENSG00000125686, ENSG00000158402, ENSG00000163918, ENSG00000035928, ENSG00000076003, ENSG00000172613, ENSG00000135480, ENSG00000132646, ENSG00000109079, ENSG00000197299, ENSG00000112118, ENSG00000165392, ENSG00000136273","980","190","12292","1.518345864661654","1.0","0.9216345263574444","56.881621557946836"
"36","GOTERM_BP_5","GO:0042770~DNA damage response, signal transduction","12","0.7827788649706457","0.05162726860579123","ENSG00000170312, ENSG00000129071, ENSG00000179295, ENSG00000076242, ENSG00000105327, ENSG00000091436, ENSG00000172613, ENSG00000197299, ENSG00000103264, ENSG00000089486, ENSG00000072501, ENSG00000136273","980","80","12292","1.8814285714285712","1.0","0.9292718366794829","59.34704452660782"
"37","GOTERM_BP_5","GO:0050919~negative chemotaxis","3","0.19569471624266144","0.05388565928594546","ENSG00000197461, ENSG00000001617, ENSG00000118257","980","5","12292","7.525714285714285","1.0","0.932338744220841","60.95998984016795"
"38","GOTERM_BP_5","GO:0045893~positive regulation of transcription, DNA-dependent","49","3.1963470319634704","0.05474945788829369","ENSG00000127616, ENSG00000186260, ENSG00000169946, ENSG00000128342, ENSG00000169840, ENSG00000156256, ENSG00000118263, ENSG00000083635, ENSG00000173039, ENSG00000125347, ENSG00000068323, ENSG00000120533, ENSG00000178913, ENSG00000108753, ENSG00000125798, ENSG00000118689, ENSG00000127870, ENSG00000034152, ENSG00000169129, ENSG00000156574, ENSG00000143190, ENSG00000110693, ENSG00000125398, ENSG00000173473, ENSG00000125686, ENSG00000049618, ENSG00000196792, ENSG00000104884, ENSG00000116016, ENSG00000166888, ENSG00000099985, ENSG00000137309, ENSG00000008196, ENSG00000142192, ENSG00000162924, ENSG00000124920, ENSG00000176884, ENSG00000143171, ENSG00000101161, ENSG00000175592, ENSG00000120837, ENSG00000171681, ENSG00000177565, ENSG00000007866, ENSG00000113196, ENSG00000159216, ENSG00000155974, ENSG00000126003, ENSG00000085231","980","477","12292","1.2884696016771489","1.0","0.9304430664229382","61.56083809527318"
"39","GOTERM_BP_5","GO:0001889~liver development","9","0.5870841487279843","0.05703255268501768","ENSG00000186260, ENSG00000125686, ENSG00000110799, ENSG00000172845, ENSG00000156574, ENSG00000171720, ENSG00000136327, ENSG00000141736, ENSG00000173039","980","53","12292","2.1299191374663073","1.0","0.9333839974230638","63.10730633129018"
"40","GOTERM_BP_5","GO:0001502~cartilage condensation","5","0.32615786040443573","0.05921410629438688","ENSG00000136457, ENSG00000075388, ENSG00000169071, ENSG00000111341, ENSG00000125398","980","19","12292","3.3007518796992477","1.0","0.9357684221539667","64.53013086165097"
"41","GOTERM_BP_5","GO:0051254~positive regulation of RNA metabolic process","49","3.1963470319634704","0.060579490102323164","ENSG00000127616, ENSG00000186260, ENSG00000169946, ENSG00000128342, ENSG00000169840, ENSG00000156256, ENSG00000118263, ENSG00000083635, ENSG00000173039, ENSG00000125347, ENSG00000068323, ENSG00000120533, ENSG00000178913, ENSG00000108753, ENSG00000125798, ENSG00000118689, ENSG00000127870, ENSG00000034152, ENSG00000169129, ENSG00000156574, ENSG00000143190, ENSG00000110693, ENSG00000125398, ENSG00000173473, ENSG00000125686, ENSG00000049618, ENSG00000196792, ENSG00000104884, ENSG00000116016, ENSG00000166888, ENSG00000099985, ENSG00000137309, ENSG00000008196, ENSG00000142192, ENSG00000162924, ENSG00000124920, ENSG00000176884, ENSG00000143171, ENSG00000101161, ENSG00000175592, ENSG00000120837, ENSG00000171681, ENSG00000177565, ENSG00000007866, ENSG00000113196, ENSG00000159216, ENSG00000155974, ENSG00000126003, ENSG00000085231","980","481","12292","1.2777546777546778","1.0","0.9355606116309894","65.394194847981"
"42","GOTERM_BP_5","GO:0000070~mitotic sister chromatid segregation","7","0.45662100456621","0.06269861214179534","ENSG00000094880, ENSG00000121152, ENSG00000146670, ENSG00000105127, ENSG00000137804, ENSG00000126787, ENSG00000072501","980","36","12292","2.4388888888888887","1.0","0.9375553876878896","66.69612014313022"
"43","GOTERM_BP_5","GO:0051351~positive regulation of ligase activity","11","0.7175472928897586","0.06294525530002748","ENSG00000170312, ENSG00000095261, ENSG00000141552, ENSG00000094880, ENSG00000185627, ENSG00000072401, ENSG00000152422, ENSG00000101843, ENSG00000117399, ENSG00000176248, ENSG00000176386","980","73","12292","1.8900195694716242","1.0","0.9341243535396995","66.84461899003315"
"44","GOTERM_BP_5","GO:0050768~negative regulation of neurogenesis","8","0.5218525766470972","0.06341724431278806","ENSG00000040608, ENSG00000105695, ENSG00000076928, ENSG00000128245, ENSG00000001617, ENSG00000118785, ENSG00000127870, ENSG00000067560","980","45","12292","2.22984126984127","1.0","0.9313523237131629","67.12705838805711"
"45","GOTERM_BP_5","GO:0007096~regulation of exit from mitosis","4","0.2609262883235486","0.06439978745324665","ENSG00000089685, ENSG00000094880, ENSG00000158806, ENSG00000011426","980","12","12292","4.180952380952381","1.0","0.9301357647598546","67.70776767767745"
"46","GOTERM_BP_5","GO:0008380~RNA splicing","31","2.0221787345075013","0.06781947909065499","ENSG00000205571, ENSG00000169217, ENSG00000143368, ENSG00000116679, ENSG00000170860, ENSG00000174891, ENSG00000175467, ENSG00000074201, ENSG00000117360, ENSG00000072501, ENSG00000104859, ENSG00000139910, ENSG00000183258, ENSG00000131051, ENSG00000124383, ENSG00000011304, ENSG00000172062, ENSG00000100028, ENSG00000169371, ENSG00000070495, ENSG00000092208, ENSG00000101161, ENSG00000090060, ENSG00000171566, ENSG00000117614, ENSG00000067596, ENSG00000104413, ENSG00000138231, ENSG00000100462, ENSG00000164944, ENSG00000138668, ENSG00000105705","980","284","12292","1.3691146881287726","1.0","0.935851618408555","69.6545120388947"
"47","GOTERM_BP_5","GO:0015074~DNA integration","5","0.32615786040443573","0.06953437530104711","ENSG00000137309, ENSG00000079246, ENSG00000205978, ENSG00000196262, ENSG00000152422","980","20","12292","3.1357142857142852","1.0","0.9366195521977022","70.58865030989926"
"48","GOTERM_BP_5","GO:0001825~blastocyst formation","5","0.32615786040443573","0.06953437530104711","ENSG00000113196, ENSG00000108753, ENSG00000172845, ENSG00000156574, ENSG00000073536","980","20","12292","3.1357142857142852","1.0","0.9366195521977022","70.58865030989926"
"49","GOTERM_BP_5","GO:0001667~ameboidal cell migration","7","0.45662100456621","0.07002560514902662","ENSG00000131236, ENSG00000158195, ENSG00000107562, ENSG00000156574, ENSG00000001617, ENSG00000107372, ENSG00000118257","980","37","12292","2.3729729729729727","1.0","0.9341858881718756","70.85120492073742"
"50","GOTERM_BP_5","GO:0006397~mRNA processing","34","2.217873450750163","0.07748534666601295","ENSG00000205571, ENSG00000169217, ENSG00000076242, ENSG00000143368, ENSG00000170860, ENSG00000174891, ENSG00000175467, ENSG00000074201, ENSG00000131773, ENSG00000117360, ENSG00000072501, ENSG00000104859, ENSG00000142192, ENSG00000139910, ENSG00000183258, ENSG00000131051, ENSG00000011304, ENSG00000172062, ENSG00000100028, ENSG00000169371, ENSG00000070495, ENSG00000092208, ENSG00000101161, ENSG00000101654, ENSG00000090060, ENSG00000171566, ENSG00000117614, ENSG00000067596, ENSG00000104413, ENSG00000100462, ENSG00000138231, ENSG00000164944, ENSG00000128016, ENSG00000138668, ENSG00000105705","980","321","12292","1.328526924788607","1.0","0.9482370823943862","74.57695945417193"
"51","GOTERM_BP_5","GO:0007076~mitotic chromosome condensation","4","0.2609262883235486","0.07893005290641131","ENSG00000121152, ENSG00000146670, ENSG00000105127, ENSG00000137804","980","13","12292","3.85934065934066","1.0","0.9480903394133292","75.24462537247459"
"52","GOTERM_BP_5","GO:0010769~regulation of cell morphogenesis involved in differentiation","11","0.7175472928897586","0.08395379352655415","ENSG00000040608, ENSG00000105695, ENSG00000076928, ENSG00000176884, ENSG00000128245, ENSG00000001617, ENSG00000118785, ENSG00000182670, ENSG00000142949, ENSG00000127870, ENSG00000067560","980","77","12292","1.7918367346938775","1.0","0.9546419613133031","77.44011917102739"
"53","GOTERM_BP_5","GO:0045941~positive regulation of transcription","55","3.587736464448793","0.0876899554932899","ENSG00000127616, ENSG00000186260, ENSG00000169946, ENSG00000128342, ENSG00000169840, ENSG00000156256, ENSG00000118263, ENSG00000083635, ENSG00000173039, ENSG00000125347, ENSG00000068323, ENSG00000120533, ENSG00000178913, ENSG00000108753, ENSG00000197299, ENSG00000125798, ENSG00000118689, ENSG00000127870, ENSG00000034152, ENSG00000169129, ENSG00000156574, ENSG00000143190, ENSG00000110693, ENSG00000125398, ENSG00000173473, ENSG00000156983, ENSG00000125686, ENSG00000049618, ENSG00000196792, ENSG00000104884, ENSG00000187531, ENSG00000116016, ENSG00000166888, ENSG00000099985, ENSG00000196588, ENSG00000137309, ENSG00000008196, ENSG00000142192, ENSG00000162924, ENSG00000124920, ENSG00000120693, ENSG00000176884, ENSG00000143171, ENSG00000101161, ENSG00000175592, ENSG00000120837, ENSG00000171681, ENSG00000177565, ENSG00000007866, ENSG00000113196, ENSG00000159216, ENSG00000128245, ENSG00000155974, ENSG00000126003, ENSG00000085231","980","564","12292","1.2231509625126646","1.0","0.9582090453788824","78.95263934547019"
"54","GOTERM_BP_5","GO:0016071~mRNA metabolic process","38","2.4787997390737115","0.08831901910155582","ENSG00000205571, ENSG00000169217, ENSG00000116698, ENSG00000076242, ENSG00000143368, ENSG00000170860, ENSG00000174891, ENSG00000175467, ENSG00000074201, ENSG00000131773, ENSG00000117360, ENSG00000072501, ENSG00000151846, ENSG00000104859, ENSG00000142192, ENSG00000139910, ENSG00000183258, ENSG00000131051, ENSG00000162889, ENSG00000011304, ENSG00000066044, ENSG00000172062, ENSG00000100028, ENSG00000169371, ENSG00000092208, ENSG00000070495, ENSG00000101161, ENSG00000101654, ENSG00000090060, ENSG00000171566, ENSG00000117614, ENSG00000067596, ENSG00000104413, ENSG00000100462, ENSG00000138231, ENSG00000164944, ENSG00000128016, ENSG00000138668, ENSG00000105705","980","370","12292","1.2881853281853282","1.0","0.9566557524754246","79.19772053410045"
"55","GOTERM_BP_5","GO:0051437~positive regulation of ubiquitin-protein ligase activity during mitotic cell cycle","10","0.6523157208088715","0.08925913149524527","ENSG00000170312, ENSG00000095261, ENSG00000141552, ENSG00000094880, ENSG00000185627, ENSG00000072401, ENSG00000101843, ENSG00000117399, ENSG00000176248, ENSG00000176386","980","68","12292","1.84453781512605","1.0","0.9556139874945307","79.55898436619297"
"56","GOTERM_BP_5","GO:0010604~positive regulation of macromolecule metabolic process","80","5.218525766470972","0.09147898928138692","ENSG00000095261, ENSG00000186260, ENSG00000127616, ENSG00000169946, ENSG00000128342, ENSG00000109686, ENSG00000169840, ENSG00000156256, ENSG00000197461, ENSG00000118263, ENSG00000083635, ENSG00000175756, ENSG00000176386, ENSG00000173039, ENSG00000125347, ENSG00000068323, ENSG00000088305, ENSG00000120533, ENSG00000178913, ENSG00000050748, ENSG00000108753, ENSG00000118689, ENSG00000125798, ENSG00000197299, ENSG00000127870, ENSG00000034152, ENSG00000169129, ENSG00000094880, ENSG00000156574, ENSG00000143190, ENSG00000110693, ENSG00000173473, ENSG00000125398, ENSG00000156983, ENSG00000141552, ENSG00000125686, ENSG00000049618, ENSG00000102471, ENSG00000196792, ENSG00000179914, ENSG00000104884, ENSG00000187531, ENSG00000069869, ENSG00000116016, ENSG00000176248, ENSG00000166888, ENSG00000126895, ENSG00000099985, ENSG00000158806, ENSG00000072401, ENSG00000101843, ENSG00000196588, ENSG00000137309, ENSG00000170312, ENSG00000008196, ENSG00000142192, ENSG00000162924, ENSG00000124920, ENSG00000120693, ENSG00000169047, ENSG00000176884, ENSG00000143171, ENSG00000089041, ENSG00000101161, ENSG00000120837, ENSG00000175592, ENSG00000101916, ENSG00000177565, ENSG00000171681, ENSG00000117399, ENSG00000112130, ENSG00000113196, ENSG00000007866, ENSG00000185627, ENSG00000130816, ENSG00000159216, ENSG00000155974, ENSG00000128245, ENSG00000126003, ENSG00000085231","980","857","12292","1.170861810301717","1.0","0.9566314480100381","80.38873312452401"
"57","GOTERM_BP_5","GO:0034101~erythrocyte homeostasis","8","0.5218525766470972","0.09164762650216822","ENSG00000108511, ENSG00000144659, ENSG00000172845, ENSG00000070495, ENSG00000104884, ENSG00000110693, ENSG00000162769, ENSG00000116016","980","49","12292","2.0478134110787174","1.0","0.9544045858473041","80.4504539104217"
"58","GOTERM_BP_5","GO:0043414~biopolymer methylation","10","0.6523157208088715","0.09579759419508835","ENSG00000120265, ENSG00000088305, ENSG00000100462, ENSG00000198890, ENSG00000130816, ENSG00000145388, ENSG00000105514, ENSG00000106462, ENSG00000185238, ENSG00000171681","980","69","12292","1.8178053830227743","1.0","0.9583434986078367","81.91295828381283"
"59","GOTERM_BP_5","GO:0006084~acetyl-CoA metabolic process","6","0.3913894324853229","0.09597009772315122","ENSG00000067829, ENSG00000154930, ENSG00000168291, ENSG00000166411, ENSG00000182054, ENSG00000007202","980","31","12292","2.4276497695852535","1.0","0.9562567347451295","81.97146278661411"
"60","GOTERM_BP_5","GO:0006886~intracellular protein transport","38","2.4787997390737115","0.09907639380923308","ENSG00000131871, ENSG00000112357, ENSG00000105401, ENSG00000136240, ENSG00000110711, ENSG00000111481, ENSG00000140022, ENSG00000138802, ENSG00000138039, ENSG00000110025, ENSG00000107651, ENSG00000132646, ENSG00000204569, ENSG00000067191, ENSG00000141232, ENSG00000115993, ENSG00000119681, ENSG00000185359, ENSG00000019582, ENSG00000169371, ENSG00000166900, ENSG00000134243, ENSG00000175416, ENSG00000126768, ENSG00000164674, ENSG00000142765, ENSG00000006125, ENSG00000082074, ENSG00000116584, ENSG00000134308, ENSG00000082898, ENSG00000128245, ENSG00000196961, ENSG00000100284, ENSG00000025772, ENSG00000069869, ENSG00000100083, ENSG00000104915","980","374","12292","1.2744079449961803","1.0","0.9584695172034416","82.99496642817208"
"61","GOTERM_BP_5","GO:0015718~monocarboxylic acid transport","8","0.5218525766470972","0.09964810281526854","ENSG00000131389, ENSG00000147872, ENSG00000138039, ENSG00000115902, ENSG00000118596, ENSG00000119899, ENSG00000100288, ENSG00000108846","980","50","12292","2.006857142857143","1.0","0.9570336643987869","83.17727841014907"
